bin,shortcode,created_at,text
2015-01,-UWa2AC3vu,1450360359,👣 @vvvankiii(\/)nice!
2015-01,-UWa2AC3vu,1450873249,😃
2015-01,-UWa2AC3vu,1451290740,🏃
2015-01,8CrT13i3pE,1443276654,😊😊
2015-01,8CrT13i3pE,1443876600,nice!
2015-01,8CrT13i3pE,1444511969,😃
2015-01,8CrT13i3pE,1445570550,😊
2015-01,8CrT13i3pE,1445935034,💯🌷...
2015-01,8CrT13i3pE,1446269338,😊
2015-01,8CrT13i3pE,1446419074,💯
2015-01,8CrT13i3pE,1446963763,🌟
2015-01,8CrT13i3pE,1447090366,😊
2015-01,-Mft2xC3pw,1447818262,蘇永康
2015-01,-Mft2xC3pw,1447830436,哦
2015-01,-Mft2xC3pw,1447973503,😄😄
2015-01,-Mft2xC3pw,1447973514,like
2015-01,4VcAC4C3gC,1435836262,😃
2015-01,4VcAC4C3gC,1435982148,Awesome! @zyz_grady🔹.
2015-01,4VcAC4C3gC,1436002119,😄
2015-01,4VcAC4C3gC,1436283137,🏃
2015-01,5bIzhpi3vy,1437561307,@deadbpoon 靚過kay la
2015-01,5bIzhpi3vy,1437563685,仆街
2015-01,5bIzhpi3vy,1439099607,👍1⃣🌞..
2015-01,5bIzhpi3vy,1439219394,😊
2015-01,5bIzhpi3vy,1441256191,😊
2015-01,5bIzhpi3vy,1442333864,👍
2015-01,5bIzhpi3vy,1442849686,nice pic
2015-01,5BHYC2jdpD,1437012587,rad! happy belated anniversary!
2015-01,7J75feEcq3,1441295960,Yummm
2015-01,7ar0C0kcr8,1441818458,Good.
2015-01,8AM5Nrkcl7,1443077363,#Nice
2015-01,8AM5Nrkcl7,1443078618,<3
2015-01,55vvpYgjaY,1438910401,Our Pete loves to sleep like this. Cracks me up every time!
2015-01,fE1QyZN2Sn,1445013956,Are you still in Sea @kakashi23? I want to come up there soon and visit. I miss you!
2015-01,fE1QyZN2Sn,1445067689,Man... Our antics lol @kakashi23 Nobody can say we did not do LA to death! Lol. I definitely want to make a trip to Sea soon. After the holidays. Also... I've started a clothing line. Launches next month. I know you are into clothing design. I would live to run some stuff by you. Sorry for throwing business in there but you were one of the first people I thought of who's opinion I would want on designs. My # is 510-259-8023. Text me ur #. Im sure none of ur followers care bout my # so there it is. Lol. Hit me up! Hope ur doing well! If I know you... Ur doing fabulous!!! Miss u!
2015-01,9XSQy0Gp6c,1446016132,☺
2015-01,9S-u80mp6p,1445856359,Too cute 💜
2015-01,-h4_7lGpx8,1450412014,bark bark!
2015-01,7q7Iu3mp0Z,1442363514,❤️❤️❤️
2015-01,4wEksjGp_p,1436093269,Awww bless him x
2015-01,w6BAPjGp9v,1441753973,@huajames
2015-01,oul2RIGp5q,1440266674,Cute😍😍
2015-01,_3JilxvC38,1451362095,Ooh that towel! Where's it from?! 😍
2015-01,_3JilxvC38,1451362416,Ohh lovely! Thanks 😊
2015-01,_3JilxvC38,1451363564,love it
2015-01,_3JilxvC38,1451364422,Ahh bec! So jealous!
2015-01,_L9KG3vC7b,1449913637,My faves xxxx love christmas 🎅
2015-01,_L9KG3vC7b,1449920191,So cute guys! They look great xx
2015-01,_CzNooPC5H,1449610944,Beautiful photo!
2015-01,-YgfBSPC4e,1448192402,Awesome pic Bec 💕 miss ya @tavcarre
2015-01,_gFu9OvC8O,1450590855,🎄🎄🎄😍😍😍⭐️⭐️⭐️⭐️
2015-01,_H-atgPCyX,1449786535,😍 @tavcarre
2015-01,_SQvzBvC3l,1450125662,"Wow, very impressive 😀 Did you paint them too??"
2015-01,_SQvzBvC3l,1450127778,They look awesome 👏👏👏
2015-01,90brKrPC0G,1447221665,gorgeous! 😍
2015-01,-F1GajPC4B,1448014095,The team here think you are impressive! 💚
2015-01,-VjnYRPC3D,1448089351,Beautiful
2015-01,-VjnYRPC3D,1448091611,Very sharp @_ich_bin
2015-01,-VjnYRPC3D,1448091757,So stunning Tavysen!! 😍😍😍😍 @tavcarre
2015-01,9j2uHTPC1X,1446422777,Excuse me babes
2015-01,9j2uHTPC1X,1446426371,Beautiful ladies xx
2015-01,8h9dqMPCxh,1444210071,She's adorable xx can't wait to meet her tomoz xx
2015-01,8h9dqMPCxh,1444235945,Awwww 💗😍💗 she loved her cuddles xxx
2015-01,8rZpB5PCwg,1444527358,Happy Birthday Loz
2015-01,8rZpB5PCwg,1444530523,Love this you should put it on facey 😊
2015-01,8rZpB5PCwg,1444537840,Beautiful girls
2015-01,8rZpB5PCwg,1444542926,Ha ha... I'm not in this one xx
2015-01,8rZpB5PCwg,1444560902,@meg.morgs
2015-01,8rZpB5PCwg,1444560926,@xrk8 @ebonyneaves
2015-01,9HalqSvC-s,1445466236,Haha @_ich_bin looking #nervous !
2015-01,9HalqSvC-s,1445471425,Go for it hope it works for you guys
2015-01,9HalqSvC-s,1445506949,Haha @dmpirate i did not want the photo... thanks dad
2015-01,9HalqSvC-s,1445637187,:)
2015-01,8UmGtKPCwo,1443765400,Gorgeous pic Bec 👌
2015-01,8UmGtKPCwo,1443767300,😍
2015-01,8UmGtKPCwo,1443778108,Wow..what a great photo with fantastic lighting. Perfect 😊
2015-01,8UmGtKPCwo,1443858890,Stunning 😘😘
2015-01,8UmGtKPCwo,1444680767,W🌸W😍
2015-01,8Zb91FvC5Q,1443924157,@ascotfoodstore
2015-01,8Zb91FvC5Q,1444134846,Nice
2015-01,8Zb91FvC5Q,1444168967,Awesome!
2015-01,8Zb91FvC5Q,1444363202,Yum!!!
2015-01,8Zb91FvC5Q,1444788791,☺👍 Very good capture!
2015-01,6WmbxaPC1D,1439557886,Hope you guys are having a very relaxing time x
2015-01,7ROu_2vC-B,1441503092,Best day 😘😍
2015-01,6J7rYMvC3V,1439112551,This is too cute for words!
2015-01,6J7rYMvC3V,1439117104,Beautiful!
2015-01,6J7rYMvC3V,1439117170,Poor peps
2015-01,6J7rYMvC3V,1439699741,Awww I only just saw this! So cute! ❤️
2015-01,7U2Om6PC1O,1441621615,Glad u enjoyed ur visit to TT! 😊✌
2015-01,7U2Om6PC1O,1441621726,Yum!
2015-01,7U2Om6PC1O,1441637387,So yum!!
2015-01,6blUkwPCxB,1439699816,Looking good bin
2015-01,6blUkwPCxB,1439705223,Ha ha 👆 @_ich_bin
2015-01,6blUkwPCxB,1439705760,Congrats you two! 💖
2015-01,7j7V73vC-_,1442313248,Haha cute! 😂 @tavcarre your pics never come up on my feed 😩
2015-01,7j7V73vC-_,1442314412,Haha noooo 😝 it does it to other peoples too. I think I follow too many brands xx
2015-01,5233LEPCwe,1438488996,Too cute @tavcarre
2015-01,5233LEPCwe,1438662381,Cool pics✨ @zengshiyu🌿nice!
2015-01,7hHG_avCxN,1442033412,Oh Rebecca!!!
2015-01,7hHG_avCxN,1442041802,Oh bec..... ha ha ha good looks amaze! X
2015-01,7hHG_avCxN,1442042062,@tavcarre I'm coming next time
2015-01,6rA3HVvC1m,1440311039,Over liked
2015-01,6d5IBLPC0R,1439777110,Very pretty
2015-01,6d5IBLPC0R,1439845777,Looks like HEAVEN! X
2015-01,5jKpG7vC-7,1437806619,Nice photo.. Not sure about 'like' 😝😝
2015-01,5jKpG7vC-7,1437808215,Great!!! 👍😎
2015-01,5jKpG7vC-7,1437812134,Is it worth a like? Hmmmmm
2015-01,5TKLAAvC8_,1437336295,💚
2015-01,5TKLAAvC8_,1437514293,😊😊
2015-01,5TKLAAvC8_,1440223585,💗💗
2015-01,3BTOC5PCwA,1445920452,love your insta! x
2015-01,5A6XMZvC06,1436658057,"Love ""the bool"""
2015-01,oIb4K,1448020281,cool
2015-01,oGb9d,1443183573,Cool pics
2015-01,mUqbW,1448159570,👌👌
2015-01,hLX4F,1445129799,=] yo sweet feed f4f ?
2015-01,_QLQH7uOGr,1450055741,😍
2015-01,_QLQH7uOGr,1450056314,Whoa
2015-01,_QLQH7uOGr,1450056720,!!!!
2015-01,_QLQH7uOGr,1450111517,Where is that beautiful home?!
2015-01,-2jEuDuOIf,1449201850,I'm so jealous. I love that book
2015-01,-2jEuDuOIf,1449235030,"💘, How was it?"
2015-01,_uzAx6OONr,1451082813,Hope your day in pjs was full of love and hugs!!
2015-01,9uHQOfuOEx,1446778561,😘
2015-01,91uucTuOCC,1447032267,Looks like a painting 😍
2015-01,9UimmlOOCH,1445914285,I know that hair anywhere
2015-01,9Hp1QGOON3,1445474907,love love love
2015-01,86-JMaOOHh,1445047809,@jrosegold yes!!!
2015-01,86-JMaOOHh,1445050267,Ahhhh v cool
2015-01,72kdfjOOAA,1442760184,Dang!
2015-01,5jQ4HMOOKd,1437834076,YES
2015-01,6NB5G_OON8,1439215571,😍😎😍
2015-01,6NB5G_OON8,1439241701,✨✨✨✨✨
2015-01,6SyEMbOODD,1439406007,💝💝💝
2015-01,6SyEMbOODD,1439409295,@_jlab miss you two
2015-01,5fjPNdOOPH,1437706902,Ilk
2015-01,5fjPNdOOPH,1437706989,I meant..I'll be there next week!
2015-01,5W9on4uOJr,1437399148,Lovely bouquets!
2015-01,5W9on4uOJr,1437523703,Love this color combo!! Dark brights 4 eva
2015-01,5N7iAMuOGB,1437096883,Cuties
2015-01,5Pto_hOONr,1437158719,🌷🌺 Beautiful!! 🌺🌷 have so much fun this weekend 💋
2015-01,5Pto_hOONr,1437361636,I want to see more
2015-01,4sqSW8uOOS,1435987347,I can't wait to be doing that too!
2015-01,1q3sxWOOHt,1437523756,Lol I was there last month!!
2015-01,9sF8odyk66,1446696083,CUTIESS
2015-01,-fNyVtyk2z,1448411539,coming to take your clothes out of your closet
2015-01,-fNyVtyk2z,1448411559,my sissy is perfect😍
2015-01,-fNyVtyk2z,1448411957,Ur actually perfect 💞
2015-01,-fNyVtyk2z,1448412136,so pretty 😻
2015-01,-fNyVtyk2z,1448412643,I was supposed to go there tonight . #avocadopizza
2015-01,-fNyVtyk2z,1448412775,So cute!
2015-01,-fNyVtyk2z,1448412902,So cute😍
2015-01,-fNyVtyk2z,1448413228,u look cuteeeee!!
2015-01,-fNyVtyk2z,1448414482,😍🔥
2015-01,-fNyVtyk2z,1448414564,Awhhhhh 😍💖 miss you girl
2015-01,-fNyVtyk2z,1448415215,I need that 😍😍 you're gorg
2015-01,-fNyVtyk2z,1448415470,Looking good !!
2015-01,-fNyVtyk2z,1448415802,😍😍
2015-01,-fNyVtyk2z,1448417648,Can't even handle this ♡♡
2015-01,-fNyVtyk2z,1448426434,😨💛
2015-01,7RFQArSkz5,1441495181,#HotNurse 😏😘 lol
2015-01,7RFQArSkz5,1441497044,OMG UR SO CUTE !!!
2015-01,7RFQArSkz5,1441501543,You look great !
2015-01,7RFQArSkz5,1441541299,You would b able to wear scrubs n still look hot 🔥 I got mine and there so ugly 😭 lmao
2015-01,7RFQArSkz5,1441640132,Loveeeeeee 👸🏽
2015-01,7RFQArSkz5,1443497170,There's no such thing😐
2015-01,7RFQArSkz5,1447639814,Awesome that you started nursing school 👍🏻. It be all worth it
2015-01,8G3oJ7yk7s,1443299551,we cute
2015-01,8G3oJ7yk7s,1443299980,Awe 😍😍
2015-01,8G3oJ7yk7s,1443300778,Looking good 🌼🌺
2015-01,8G3oJ7yk7s,1443300804,Goals😍
2015-01,8G3oJ7yk7s,1443301863,yooo she got so big from the last time I saw her !
2015-01,8G3oJ7yk7s,1443302533,Two beauties  @joleee_tyler @amanda.friedd
2015-01,62l27wSkxc,1440607022,I actually saw that movie 😂😂 #iwasforcedtowatchit
2015-01,62l27wSkxc,1440608244,Lol hahaha it be like that sometimes
2015-01,62l27wSkxc,1440608245,I cried like a baby watching that movie 😭
2015-01,5DeuV8Skzt,1436744001,Of course you're in Orlando when I'm out of the state
2015-01,5DeuV8Skzt,1436747995,😍
2015-01,6dMgwqyk_G,1439755040,THE INSIGHT THIS GIRL HAS ^^^ @joleee_tyler
2015-01,6dMgwqyk_G,1439755469,You look beautiful
2015-01,6dMgwqyk_G,1439757500,Omg ur perfect !!!!!!!!!!!!!
2015-01,6dMgwqyk_G,1439764473,*that moment when u say I look good in anything yet u rockin the hat that makes me look like a cowboy*
2015-01,6dMgwqyk_G,1445650186,Darbster!
2015-01,53Exi2yky_,1438474725,miss you cuties 💕
2015-01,53Exi2yky_,1438478917,You look beautiful!  Happy almost birthday!
2015-01,53Exi2yky_,1438482214,Happy birthday !!!!
2015-01,53Exi2yky_,1438492742,Happy bday!! 💕 miss u
2015-01,RVvLeeyk-8,1438530755,😍😍😍😍
2015-01,-dFhkLN7f8,1448364388,もう、溢れてます…
2015-01,751dpLN7f1,1442887613,何コレ何コレ？？
2015-01,751dpLN7f1,1442906658,最強（笑）
2015-01,6XZ6YMN7bi,1439564009,Nasaすげ〜（笑）
2015-01,5eruUht7YT,1437656766,また
2015-01,5eruUht7YT,1437659959,ガソリン？？
2015-01,5eruUht7YT,1437659995,とりあえずかっちょいいよな〜（笑）
2015-01,_-DVFGA6Sk,1451596034,Yeeeesss
2015-01,_-DVFGA6Sk,1451603393,I'm done 😂😂😂
2015-01,_qARvag6e8,1450921490,😍😍😍
2015-01,_xsFPpA6Vf,1451189067,You're funny @patticakes_94
2015-01,_0FUvrA6Yk,1451259180,you look so pretty!
2015-01,_0FUvrA6Yk,1451259895,YOUR BROTHER IS SO BIG NOW 😭
2015-01,_0FUvrA6Yk,1451261450,Honestly I think it'd be fun to watch you and Mary thug it out
2015-01,_0FUvrA6Yk,1451262368,Omgg Nathan!! 😳
2015-01,_0FUvrA6Yk,1451322909,Love you children!😘
2015-01,_x_J9Dg6WV,1451199207,Omg I miss Marin! 😭
2015-01,_Q3Yh-A6WQ,1450077710,Ohhh really where the party at tonight? Lmao
2015-01,_Q3Yh-A6WQ,1450078280,"lol all goods, I'll jus give Kyle abunch of crap later haha"
2015-01,_OXYWuA6Qv,1450000273,Where is this!?
2015-01,_bR78vA6cJ,1450427452,Omg hes all grown up! 😭 happy birthday!
2015-01,_bR78vA6cJ,1450428790,No wayyyy 😳 God do I feel old 😫
2015-01,_bR78vA6cJ,1450430013,HBD!!! @og.saucy.nate_
2015-01,_bR78vA6cJ,1450461245,Little Nate 😭😭😭😭
2015-01,_bR78vA6cJ,1450472918,Happy Birthday @og.saucy.nate_
2015-01,_bR78vA6cJ,1450484415,Happy birthday @og.saucy.nate_ ! 🎂🎉🎁
2015-01,_Lp756g6aq,1449903085,Sooooo cute!
2015-01,_Lp756g6aq,1449903101,ugh soooooo jeeeaaaloussss
2015-01,_Lp756g6aq,1449908516,Niiiice! 💅🏼
2015-01,-pg_6IA6Wz,1448758412,Get me one more pair of gloves? Or shorts? Lol. Only if u can.... Dont get in trouble.
2015-01,-pg_6IA6Wz,1448759225,Are you crossing the stage ??
2015-01,_NACgxA6c4,1449948215,Take meee next time 😭 @patticakes_94
2015-01,_NACgxA6c4,1449950574,I am so down. Text me @patticakes_94
2015-01,-tDaRBg6ZH,1448876124,On point!
2015-01,-dExR3g6Yt,1448340647,Too much Shaka for one hand! Hahaha miss you @patticakes_94
2015-01,-dExR3g6Yt,1448343510,Nice I got cropped out
2015-01,96n04QA6S5,1447185654,Hey can I hold the jumper cables for awhile?
2015-01,96n04QA6S5,1447185956,Ya we need um to jump koas car
2015-01,-N2gaCA6Yu,1447829649,😂😂😂😂😂😭😭😭😭
2015-01,-N2gaCA6Yu,1447830338,That is sad
2015-01,-N2gaCA6Yu,1447833340,Put it away Chad
2015-01,-N2gaCA6Yu,1447833394,Ronda rousey😂😂😂
2015-01,-N2gaCA6Yu,1447852077,😂😂
2015-01,-N2gaCA6Yu,1447881021,I'm done 😂😂😂😂😂😂😂😂 #GiveHimTheArmBar
2015-01,9foLV-g6Rn,1446278268,Tiesto!
2015-01,9_xg7Sg6WZ,1447361550,What?!? Hahah I had no idea! Go coach!
2015-01,9sVPZEg6aB,1446707101,😂😂😂😂hahaha OMG you and me both
2015-01,9sVPZEg6aB,1446707799,You must be out with the wrong people. Lol
2015-01,95BauoA6TO,1447130749,Feel u!
2015-01,9VEtfXg6Ya,1445925230,👈🏼 Me!
2015-01,9R53EkA6Vn,1445817344,😩😩😩😩OMG me too!!!!!! 😭😭
2015-01,9R53EkA6Vn,1445817369,No you need to be in lab studying
2015-01,9R53EkA6Vn,1445821600,Let's go soon!
2015-01,9R53EkA6Vn,1445822083,"same girl, same"
2015-01,9R53EkA6Vn,1445845153,Yes please!!! I have to work later that afternoon but let's go in the morning:)
2015-01,8y99hJg6ck,1444780175,Take me with you!
2015-01,81lr8Rg6Y8,1444942904,Thank you!!! Miss you girl!!!
2015-01,84wDNaA6dg,1444978394,wow! so cool.
2015-01,8yPxf_A6bI,1444778278,😂 haha
