bin,shortcode,created_at,text
2011-01,c2L9X,1325253560,好似樹林精靈啲帽
2011-01,aSdbZ,1324389950,Merry Christmas 😊😄😁
2011-01,aSdbZ,1324402595,Wa.....我個份呢阮凱雲
2011-01,XIxCw,1322972763,I agree😚
2011-01,WepzL,1322622347,Designer pressure
2011-01,U9nGh,1321878214,New car?
2011-01,Vb5f6,1322069143,小喇叭
2011-01,UZjFl,1321498386,"Diu, i forgot my password"
2011-01,UZjFl,1321520138,Lol i cant find my pw ar lol ding
2011-01,Un4sy,1321612102,Flash banner
2011-01,RhBpt,1319635954,Wahh 咩事
2011-01,SU2-1,1320151208,So u fun come and dinner with me?
2011-01,Q_nKu,1319272232,Thanks sonson. 三嫂無言感激🙇
2011-01,Q_nKu,1319273466,三哥？
2011-01,RA38q,1319484987,咁食完有無事？
2011-01,PmaHy,1318451863,N u r one of them
2011-01,Q_R-3,1319273548,好能嬲。
2011-01,OihOB,1318451878,Lol
2011-01,MHGDX,1315117584,含羞。小家碧玉
2011-01,Ky3jk,1313867259,Yes so I am bending my back. Hardly go through
2011-01,KUTaI,1313419946,快呀！
2011-01,KOPdC,1313318417,"Sonsonsuksuk, you will shine. Cheer up"
2011-01,KOPdC,1313338694,又唔揾我踩！
2011-01,KOPdC,1313339736,B happpy :)))
2011-01,KOPn4,1313327459,So funny
2011-01,IdKHx,1313339753,Ho leng
2011-01,I-9X-,1312126442,"Guapa, que estàs a Pollença? M'encanta aquest poblet mallorquí :)"
2011-01,NJLD_,1317909581,好久不见 近来可好
2011-01,NJLD_,1317911403,你在沈阳啊 那你离家很远吧 会待很久吗 我还那样吧 昏昏噩噩的活着 哈哈
2011-01,JUVtv,1314036901,你又消失了！
2011-01,IBlB6,1311087910,怪不得那么熟悉
2011-01,IBlB6,1311088766,@ruizidejia 经常经过嘛
2011-01,H9NR7,1311065332,深圳？不是大雨么？
2011-01,JUVNw,1312495774,Beautiful!!! How r u? 
2011-01,JUVNw,1312509050,喜歡這個色調
2011-01,JUVNw,1312673477,I'm good~ just busy busy these days!
2011-01,HrF-G,1310845527,great shot!! the view is gorgeous
2011-01,H9NgD,1311003674,♥!!!
2011-01,Gs0yk,1309526761,指甲的形真好看~手也美...
2011-01,GxYwC,1309596161,今年估计我不会吃朵
2011-01,GxYwC,1309620103,吃多
2011-01,GxYwC,1309772306,我昨天吃了个够
2011-01,GxYwC,1309772611,我妈知道我爱吃周末买了两大袋让我吃个够！太满足了
2011-01,GxYwC,1310251082,I love these!
2011-01,GmvWb,1310835089,Lovely
2011-01,GmNf3,1309502638,感觉很好。
2011-01,FeqZV,1310687290,Great landscapes!
2011-01,FIBWK,1309526816,最甜的一块
2011-01,FIBWK,1313249415,今年的西瓜太假了
2011-01,RxZYY,1319827142,I LOVE THIS!!
2011-01,Q3UD9,1319243211,"I saw those, ha ha"
2011-01,MF6jq,1315105675,I'm confused
2011-01,ILuI4,1312017551,so beautiful!
2011-01,FvHx0,1312017623,I looove all your photos <3 so much!
2011-01,XNq6H,1322967246,すご！
2011-01,XNq6H,1322968997,え、本物？
2011-01,Vxcga,1322222089,食べれない....凄😳
2011-01,Vxcga,1322223931,すごい！！☆
2011-01,VYIqg,1322048695,おいしそうです～
2011-01,S0dF5,1320497386,I love this!!　
2011-01,Otskb,1318669717,行きました(*´ω`*)
2011-01,QZAN_,1319074567,beautiful view!where is this?
2011-01,RMpFs,1319394222,Love me some Five Guy's 🍔🍔🍔
2011-01,RMpFs,1319397681,THROW SOME MALT VINEGAR ON THEM FRIES SON!!! So yummy!!!
2011-01,OOLhq,1319892706,This is so sweet ! :) love it
2011-01,NZKfF,1316316657,Oooh your close to me I love youuuuu
2011-01,NZKfF,1316392106,This is sooo pretty!
2011-01,O1kFN,1317531043,Wow!  Congrats!!!  What event or race was this?
2011-01,O1kFN,1317614859,I will. Thanka bud. Hope you're well.
2011-01,O1khR,1325137908,Stop hiding from me
2011-01,MGmJ4,1315111578,Lovely.
2011-01,MGmJ4,1315121081,Serene
2011-01,J5CtY,1313024901,Oh how I hate that bridge! It makes me queasy.
2011-01,JvX3L,1312860185,Beautiful!
2011-01,Irklk,1324432184,Wow
2011-01,Irklk,1324432196,#35likes
2011-01,JJAaA,1312297377,I have to know what color. No fair on the b&w
2011-01,JJAaA,1315113636,Sweet ride
2011-01,HJqwn,1310073942,Which park is that?
2011-01,HJqwn,1310105598,Thought that looked familiar!
2011-01,Irj6o,1311817818,
2011-01,Irj6o,1311821794,
2011-01,Irj6o,1312470196,Mr Harris I salute you ...
2011-01,Irj6o,1312748744,Cute
2011-01,Irj6o,1312929902,Cool feed !
2011-01,Irj6o,1315200254,Awesome photo!!!
2011-01,Hh9lH,1310533095,How did you get so close??
2011-01,HJqWB,1310776555,I can appreciate that ;)
2011-01,G1B-l,1309998438,Beautiful 
2011-01,HJCHC,1318523468,Trippy colors! Very pretty!
2011-01,HJCS-,1310045845,Moo 
2011-01,HJCS-,1310052204,Hahaha what do elks say???
2011-01,HJCS-,1310053452,I think they moo too. 
2011-01,HJCS-,1310063196,Lol moo
2011-01,HJCS-,1316100526,@hhhbomb 
2011-01,HCTvu,1309902917,Love Green Lake!
2011-01,Gw1A0,1309575517,Wow what are those?!
2011-01,Gw3Ap,1309573262,
2011-01,Gw7nu,1309575260,I think I posted a pic of these same flowers! Can't figure out what they are! I'll tag ya 
2011-01,Gw7nu,1309576167,They are Fox Glove!
2011-01,Gw7nu,1309582085,No way! I'm in Seattle! 
2011-01,Gw7nu,1309582107,"@mdalwilson oh cool, thanks!"
2011-01,Gu2PC,1309576676,Nice!!
2011-01,BzCPe,1312929832,So you do ! Lol - good shot
2011-01,Btr7f,1313447537,"You're so welcome! I am very happy to hear and to see this shot again after so many weeks... It was so early in my IG experience, and I love looking at it still! Hope you are doing well..."
2011-01,ba1KO,1324795610,Merry Christmas~^^
2011-01,cRReR,1325130067,Was e-mail delivered?
2011-01,cRSZ8,1325067115,😍
2011-01,WE43s,1322362671,mmmm!!
2011-01,VSCI_,1324220174,😍😍😍
2011-01,VSCI_,1324538050,A face only a Mother could Love
2011-01,VNWee,1321922621,Haha~ funny!!😄
2011-01,VNWee,1322065570,So creative👍💛
2011-01,TcseN,1320889146,happy birthday to kissboy🎁
2011-01,TcseN,1320897095,Happy birthdayyyyyy!!
2011-01,TcseN,1320898359,HBD to u🎂
2011-01,TcseN,1320934697,Happy birthday!
2011-01,SEUr-,1320025938,😍😍
2011-01,SEUr-,1320593043,可愛
2011-01,SEUr-,1322322249,@kissboy oh my godddd ! he's adorable ! 
2011-01,SEUr-,1322360637,@kissboy I treat my pug like my son too ! (:
2011-01,SEUr-,1322360937,I tagged u in the pics (: @kissboy
2011-01,Pm75E,1318181399,Thanx for following 
2011-01,Odprm,1319110854,Nice...
2011-01,PO3Zn,1317873673,RIP
2011-01,I-GBC,1312107746,
2011-01,I-FHq,1315353827,I love pugs!
2011-01,I-FHq,1315478987,Haha
2011-01,I-FHq,1315512900,"No, but I really want one!!"
2011-01,ICLAO,1311097811,good night
2011-01,ICLAO,1311098997,Sweet Dreams cute doggie! 
2011-01,ICLAO,1312943503,Thanks for follow back x)
2011-01,H9EmS,1310998287,
2011-01,H9EmS,1320172426,Ooooo soo cute :)
2011-01,HVW85,1310271758,
2011-01,HVeQA,1310272926,Omg....
2011-01,HVeQA,1319923620,Lovely!!!
2011-01,D0Wyp,1309791328,Thx for following ! :)
2011-01,D0Whr,1309785728,Nice ! :)
2011-01,D0Whr,1309807604,@kissboy my pleasure :D
2011-01,aTSG,1318214809,Thats my favorite 
2011-01,dV-dw,1325380612,Put up the one of you and Brooke jumping on the bed😊 happy new year 🎉🎈🎉🎈🎉🎈🎉
2011-01,dV-dw,1325385918,👍
2011-01,dDbqz,1325309873,Happy New Year Bec! Xx
2011-01,dV5yb,1325380770,Wow 🎈🎈🎈🎈🎈🎈
2011-01,dVy9M,1325378490,"Haha, did you have a good new years?!"
2011-01,c2oLP,1325236101,Watch out Brendan! The coke bottles know all 😜
2011-01,cyVig,1325231291,😊
2011-01,cyW4q,1325228517,You two on the end are SO BROWN!
2011-01,cyMYS,1325226613,Gorgeous girl💓
2011-01,cPMJX,1325038707,You are loving this sand place!!
2011-01,cyNfc,1325218788,Makes me feel claustrophobic just looking at it!
2011-01,c2nVE,1325238838,Yummmmm
2011-01,cv0Fr,1325213541,Very sex & the city girls xx
